,annotations,posts_in_topic,char_count,reply_count,reads,readers_count,incoming_link_count,quote_count,score,source_username,source_username
7645,0,7,211.0,0,4,3,0,0,0.8,anon871941699,anon871941699
7646,1,7,1078.0,0,4,3,0,0,0.8,anon360117346,anon360117346
7647,4,7,1223.0,0,3,2,0,0,0.6,anon550362256,anon550362256
7648,1,7,314.0,1,3,2,0,0,5.6,anon550362256,anon550362256
7649,1,7,281.0,0,3,2,0,0,0.6,anon360117346,anon360117346
7650,2,7,724.0,0,3,2,0,0,0.6,anon3860978068,anon3860978068
7651,0,2,762.0,0,2,1,0,0,0.4,anon4013573458,anon4013573458
7652,0,2,715.0,0,2,1,0,0,0.4,anon147599227,anon147599227
7653,10,6,3915.0,0,10,9,44,0,222.0,anon1705719029,anon1705719029
7654,3,6,910.0,1,5,4,0,0,6.0,anon360117346,anon360117346
7655,4,6,201.0,1,6,5,0,0,6.2,anon1705719029,anon1705719029
7656,1,6,610.0,0,5,4,0,0,1.0,anon360117346,anon360117346
7657,0,6,82.0,0,5,4,0,0,1.0,anon360117346,anon360117346
7658,0,6,35.0,0,6,5,0,0,1.2,anon1710601338,anon1710601338
7659,0,12,10288.0,0,6,5,2,0,11.2,anon4040640257,anon4040640257
7660,0,12,233.0,0,6,5,0,0,1.2,anon1648820241,anon1648820241
7661,0,12,235.0,1,6,5,0,0,6.2,anon797389185,anon797389185
7662,0,12,19.0,0,5,4,0,0,1.0,anon4040640257,anon4040640257
7663,0,12,299.0,1,5,4,0,0,6.0,anon241219415,anon241219415
7664,0,12,1886.0,1,3,2,0,0,5.6,anon4040640257,anon4040640257
7665,0,12,473.0,1,4,3,0,0,5.8,anon241219415,anon241219415
7666,0,12,867.0,0,3,2,0,0,0.6,anon4040640257,anon4040640257
7667,0,12,763.0,1,3,2,0,0,5.6,anon2975761471,anon2975761471
7668,0,12,254.0,0,2,1,0,0,0.4,anon4040640257,anon4040640257
7669,0,12,2581.0,1,3,2,0,0,5.6,anon1615768681,anon1615768681
7670,0,12,2151.0,0,2,1,0,0,0.4,anon4040640257,anon4040640257
7671,0,3,942.0,1,4,3,0,0,5.8,anon360117346,anon360117346
7672,0,3,230.0,1,2,1,0,0,5.4,,
7673,0,3,933.0,0,3,2,0,0,0.6,anon360117346,anon360117346
7674,0,2,6463.0,0,3,2,17,0,85.6,anon3804921762,anon3804921762
7675,0,2,676.0,0,2,1,0,0,0.4,anon360117346,anon360117346
7676,0,1,635.0,0,3,2,0,0,0.6,anon360117346,anon360117346
7677,49,13,8858.0,0,15,14,53,0,267.8,anon147599227,anon147599227
7678,9,13,2703.0,1,15,14,0,0,7.8,anon2921683176,anon2921683176
7679,1,13,361.0,0,9,8,0,0,1.6,anon1615768681,anon1615768681
7680,4,13,1127.0,1,9,8,0,0,6.6,anon2921683176,anon2921683176
7681,2,13,277.0,0,9,8,0,0,1.6,anon1615768681,anon1615768681
7682,10,13,1073.0,1,9,8,0,0,6.6,anon241219415,anon241219415
7683,12,13,135.0,0,9,8,0,0,1.6,anon147599227,anon147599227
7684,5,13,552.0,0,9,8,0,0,1.6,anon360117346,anon360117346
7685,4,13,881.0,0,8,7,0,0,1.4,anon3719516189,anon3719516189
7686,1,13,34.0,0,7,6,0,0,1.2,anon1615768681,anon1615768681
7687,15,13,27.0,1,7,6,0,0,6.2,anon147599227,anon147599227
7688,0,13,34.0,0,8,7,0,0,1.4,anon241219415,anon241219415
7689,1,13,726.0,0,7,6,1,0,6.2,anon797389185,anon797389185
7690,3,12,2852.0,0,4,3,3,0,15.8,anon4104607014,anon4104607014
7691,0,12,179.0,0,4,3,0,0,0.8,anon4104607014,anon4104607014
7692,1,12,644.0,1,4,3,0,0,5.8,anon241219415,anon241219415
7693,1,12,332.0,1,1,0,0,0,5.2,anon4104607014,anon4104607014
7694,0,12,216.0,1,2,1,0,0,5.4,anon360117346,anon360117346
7695,0,12,385.0,1,3,2,0,0,5.6,anon4104607014,anon4104607014
7696,0,12,45.0,0,3,2,0,0,0.6,anon241219415,anon241219415
7697,0,12,910.0,1,3,2,0,0,5.6,anon1648820241,anon1648820241
7698,0,12,538.0,2,3,2,0,0,10.6,anon4104607014,anon4104607014
7699,0,12,633.0,0,3,2,0,0,0.6,anon241219415,anon241219415
7700,0,12,170.0,0,3,2,0,0,0.6,anon797389185,anon797389185
7701,0,12,110.0,0,2,1,0,0,0.4,anon1435925739,anon1435925739
7702,0,2,8773.0,0,2,1,2,0,10.4,anon3244646340,anon3244646340
7703,0,2,713.0,0,2,1,0,0,0.4,anon360117346,anon360117346
7704,0,3,1197.0,0,3,2,7,0,35.6,anon1710601338,anon1710601338
7705,0,3,2343.0,0,2,1,0,0,0.4,anon1615768681,anon1615768681
7706,0,3,1397.0,0,2,1,0,0,0.4,anon1710601338,anon1710601338
7707,6,7,5805.0,0,3,2,4,0,20.6,anon504435839,anon504435839
7708,0,7,651.0,1,2,1,0,0,5.4,anon3902277354,anon3902277354
7709,0,7,497.0,2,2,1,0,0,10.4,anon504435839,anon504435839
7710,0,7,170.0,0,1,0,0,0,0.2,anon360117346,anon360117346
7711,0,7,237.0,0,1,0,0,0,0.2,anon3902277354,anon3902277354
7712,2,7,1445.0,1,1,0,0,0,5.2,anon241219415,anon241219415
7713,0,7,429.0,0,1,0,0,0,0.2,anon504435839,anon504435839
7714,5,6,2863.0,0,4,3,1,0,5.8,anon1615768681,anon1615768681
7715,2,6,513.0,1,4,3,0,0,5.8,anon360117346,anon360117346
7716,1,6,179.0,0,4,3,0,0,0.8,anon1615768681,anon1615768681
7717,1,6,208.0,1,4,3,0,0,5.8,anon590875709,anon590875709
7718,2,6,299.0,0,4,3,0,0,0.8,anon1615768681,anon1615768681
7719,2,6,359.0,0,4,3,0,0,0.8,anon590875709,anon590875709
7720,7,10,3943.0,0,3,2,2,0,10.6,anon1534350457,anon1534350457
7721,1,10,629.0,0,3,2,0,0,0.6,anon360117346,anon360117346
7722,1,10,732.0,0,3,2,0,0,0.6,anon567906217,anon567906217
7723,2,10,1433.0,1,1,0,0,0,5.2,anon1534350457,anon1534350457
7724,4,10,619.0,1,1,0,0,0,5.2,anon567906217,anon567906217
7725,2,10,215.0,0,1,0,0,0,0.2,anon241219415,anon241219415
7726,2,10,825.0,1,1,0,0,0,5.2,anon2975761471,anon2975761471
7727,2,10,704.0,0,2,1,0,0,0.4,anon360117346,anon360117346
7728,4,10,1721.0,0,2,1,0,0,0.4,anon1534350457,anon1534350457
7729,3,10,1459.0,0,2,1,0,0,0.4,anon590875709,anon590875709
7730,1,4,1192.0,0,3,2,3,0,15.6,anon2338749629,anon2338749629
7731,0,4,430.0,0,3,2,0,0,0.6,anon360117346,anon360117346
7732,0,4,174.0,0,3,2,0,0,0.6,anon241219415,anon241219415
7733,1,4,1125.0,0,2,1,0,0,0.4,anon2338749629,anon2338749629
7734,0,4,3823.0,0,4,3,7,0,35.8,anon2038012465,anon2038012465
7735,0,4,307.0,1,2,1,0,0,5.4,anon360117346,anon360117346
7736,0,4,26.0,1,2,1,0,0,5.4,anon2038012465,anon2038012465
7737,0,4,80.0,0,2,1,0,0,0.4,anon360117346,anon360117346
7738,0,3,3475.0,0,3,2,1,0,5.6,anon3764300470,anon3764300470
7739,0,3,323.0,0,2,1,0,0,0.4,anon5100568,anon5100568
7740,0,3,276.0,0,2,1,0,0,0.4,anon241219415,anon241219415
7741,19,6,7186.0,0,4,3,3,0,15.8,anon1358997046,anon1358997046
7742,5,6,1396.0,1,4,3,0,0,5.8,anon567906217,anon567906217
7743,4,6,1061.0,1,4,3,0,0,5.8,anon1358997046,anon1358997046
7744,1,6,218.0,0,3,2,0,0,0.6,anon567906217,anon567906217
7745,1,6,721.0,0,3,2,0,0,0.6,anon3902277354,anon3902277354
7746,0,6,130.0,0,3,2,0,0,0.6,anon241219415,anon241219415
7747,0,2,729.0,0,4,3,7,0,35.8,anon1710601338,anon1710601338
7748,0,2,350.0,0,4,3,0,0,0.8,anon241219415,anon241219415
7749,0,3,209.0,0,2,1,0,0,0.4,anon241219415,anon241219415
7750,0,3,321.0,1,2,1,0,0,5.4,anon360117346,anon360117346
7751,0,3,108.0,0,1,0,0,0,0.2,anon1615768681,anon1615768681
7752,8,4,8824.0,0,6,5,6,0,31.2,anon784260977,anon784260977
7753,3,4,583.0,0,4,3,0,0,0.8,anon360117346,anon360117346
7754,0,4,1597.0,1,4,3,0,0,5.8,anon784260977,anon784260977
7755,0,4,963.0,0,3,2,0,0,0.6,anon360117346,anon360117346
7756,0,2,52.0,0,4,3,0,0,0.8,anon241219415,anon241219415
7757,0,2,57.0,0,3,2,0,0,0.6,anon1648820241,anon1648820241
7758,19,12,8264.0,0,4,3,7,0,35.8,anon1615768681,anon1615768681
7759,1,12,625.0,1,3,2,0,0,5.6,anon360117346,anon360117346
7760,5,12,491.0,0,3,2,0,0,0.6,anon1615768681,anon1615768681
7761,1,12,1035.0,1,3,2,0,0,5.6,anon241219415,anon241219415
7762,2,12,851.0,0,3,2,0,0,0.6,anon1615768681,anon1615768681
7763,0,12,261.0,0,3,2,0,0,0.6,anon360117346,anon360117346
7764,10,12,4344.0,1,2,1,0,0,5.4,anon2921683176,anon2921683176
7765,0,12,912.0,1,4,3,0,0,5.8,anon360117346,anon360117346
7766,0,12,184.0,0,4,3,0,0,0.8,anon1615768681,anon1615768681
7767,0,12,177.0,0,4,3,0,0,0.8,anon1615768681,anon1615768681
7768,0,12,298.0,0,3,2,0,0,0.6,anon1648820241,anon1648820241
7769,9,12,4331.0,0,4,3,0,0,0.8,anon1615768681,anon1615768681
7770,0,3,1884.0,0,2,1,7,0,35.4,anon2038012465,anon2038012465
7771,0,3,515.0,0,1,0,0,0,0.2,anon360117346,anon360117346
7772,0,3,456.0,0,1,0,0,0,0.2,anon1615768681,anon1615768681
7773,0,3,776.0,0,2,1,0,0,0.4,anon360117346,anon360117346
7774,0,3,544.0,0,3,2,0,0,0.6,anon241219415,anon241219415
7775,0,3,41.0,0,2,1,0,0,0.4,anon1615768681,anon1615768681
7776,9,10,6342.0,0,4,3,0,0,0.8,anon4031303745,anon4031303745
7777,1,10,453.0,1,3,2,0,0,5.6,anon241219415,anon241219415
7778,3,10,707.0,0,3,2,0,0,0.6,anon1615768681,anon1615768681
7779,2,10,1311.0,1,3,2,1,0,10.6,anon360117346,anon360117346
7780,3,10,1032.0,1,3,2,0,0,5.6,anon4031303745,anon4031303745
7781,2,10,948.0,0,3,2,0,0,0.6,anon360117346,anon360117346
7782,3,10,1101.0,1,3,2,0,0,5.6,anon3243501566,anon3243501566
7783,2,10,1348.0,0,3,2,0,0,0.6,anon4031303745,anon4031303745
7784,5,10,906.0,1,3,2,0,0,5.6,anon1615768681,anon1615768681
7785,3,10,818.0,0,3,2,0,0,0.6,anon4031303745,anon4031303745
7786,4,3,1663.0,0,4,3,21,0,105.8,anon1710601338,anon1710601338
7787,2,3,483.0,1,3,2,0,0,5.6,anon241219415,anon241219415
7788,0,3,138.0,0,1,0,0,0,0.2,anon360117346,anon360117346
7789,12,8,10100.0,0,4,3,5,0,25.8,anon3902277354,anon3902277354
7790,0,8,149.0,1,3,2,0,0,5.6,anon3902277354,anon3902277354
7791,0,8,107.0,0,3,2,0,0,0.6,anon360117346,anon360117346
7792,1,8,54.0,0,2,1,0,0,0.4,anon3902277354,anon3902277354
7793,3,8,1116.0,2,2,1,0,0,10.4,anon2974012527,anon2974012527
7794,1,8,1696.0,0,2,1,0,0,0.4,anon3902277354,anon3902277354
7795,0,8,321.0,0,2,1,1,0,5.4,anon797389185,anon797389185
7796,2,8,673.0,0,2,1,0,0,0.4,anon241219415,anon241219415
7797,0,18,1421.0,0,4,3,11,0,55.8,anon241219415,anon241219415
7798,0,18,270.0,1,3,2,0,0,5.6,anon3456500391,anon3456500391
7799,0,18,1297.0,0,4,3,0,0,0.8,anon241219415,anon241219415
7800,0,18,480.0,0,2,1,0,0,0.4,anon3456500391,anon3456500391
7801,0,18,3406.0,0,3,2,0,0,0.6,anon241219415,anon241219415
7802,0,18,709.0,0,3,2,0,0,0.6,anon1404261399,anon1404261399
7803,0,18,150.0,1,3,2,0,0,5.6,anon241219415,anon241219415
7804,0,18,102.0,1,2,1,0,0,5.4,anon1404261399,anon1404261399
7805,0,18,427.0,0,3,2,0,0,0.6,anon241219415,anon241219415
7806,0,18,761.0,1,4,3,0,0,5.8,anon1404261399,anon1404261399
7807,0,18,281.0,1,4,3,1,0,10.8,anon3103495327,anon3103495327
7808,0,18,198.0,1,4,3,0,0,5.8,anon1404261399,anon1404261399
7809,0,18,347.0,1,3,2,0,0,5.6,anon3103495327,anon3103495327
7810,0,18,1947.0,1,4,3,0,0,5.8,anon241219415,anon241219415
7811,0,18,758.0,2,4,3,0,0,10.8,anon3103495327,anon3103495327
7812,0,18,802.0,0,4,3,0,0,0.8,anon241219415,anon241219415
7813,0,18,978.0,0,3,2,0,0,0.6,anon241219415,anon241219415
7814,0,18,594.0,0,3,2,0,0,0.6,anon1404261399,anon1404261399
7815,0,9,1665.0,1,5,4,0,0,6.0,anon241219415,anon241219415
7816,0,9,642.0,0,4,3,0,0,0.8,anon93982648,anon93982648
7817,0,9,182.0,0,3,2,1,0,5.6,anon360117346,anon360117346
7818,0,9,348.0,0,3,2,0,0,0.6,anon797389185,anon797389185
7819,0,9,1556.0,1,4,3,0,0,5.8,anon3456500391,anon3456500391
7820,0,9,220.0,0,4,3,0,0,0.8,anon241219415,anon241219415
7821,0,9,320.0,1,5,4,0,0,6.0,anon567906217,anon567906217
7822,0,9,840.0,0,3,2,0,0,0.6,anon360117346,anon360117346
7823,0,9,889.0,0,4,3,1,0,5.8,anon3243501566,anon3243501566
7824,8,4,2034.0,0,7,6,3,0,16.4,anon3398204578,anon3398204578
7825,2,4,598.0,0,6,5,0,0,1.2,anon360117346,anon360117346
7826,1,4,589.0,0,4,3,0,0,0.8,anon797389185,anon797389185
7827,0,4,278.0,0,4,3,0,0,0.8,anon797389185,anon797389185
7828,0,1,116.0,0,3,2,1,0,5.6,anon797389185,anon797389185
7829,1,9,2904.0,0,3,2,6,0,30.6,anon1532292411,anon1532292411
7830,0,9,416.0,0,3,2,1,0,5.6,anon360117346,anon360117346
7831,0,9,33.0,0,3,2,0,0,0.6,anon3719516189,anon3719516189
7832,0,9,413.0,0,2,1,0,0,0.4,anon567906217,anon567906217
7833,0,9,48.0,0,2,1,0,0,0.4,anon241219415,anon241219415
7834,0,9,67.0,0,2,1,0,0,0.4,anon1532292411,anon1532292411
7835,0,9,353.0,1,2,1,0,0,5.4,anon1532292411,anon1532292411
7836,0,9,233.0,0,2,1,0,0,0.4,anon241219415,anon241219415
7837,0,9,118.0,0,2,1,0,0,0.4,anon3719516189,anon3719516189
7838,0,3,520.0,0,2,1,0,0,0.4,anon360117346,anon360117346
7839,0,3,765.0,1,2,1,0,0,5.4,anon1615768681,anon1615768681
7840,0,3,76.0,0,1,0,1,0,5.2,anon360117346,anon360117346
7841,0,1,3048.0,0,11,10,25,0,127.2,anon241219415,anon241219415
7842,11,6,5399.0,0,6,5,1,0,6.2,anon1710601338,anon1710601338
7843,2,6,252.0,0,6,5,0,0,1.2,anon567906217,anon567906217
7844,2,6,680.0,1,6,5,0,0,6.2,anon4013573458,anon4013573458
7845,0,6,83.0,0,4,3,0,0,0.8,anon360117346,anon360117346
7846,0,6,330.0,1,5,4,0,0,6.0,anon1710601338,anon1710601338
7847,1,6,133.0,0,4,3,0,0,0.8,anon241219415,anon241219415
7848,10,5,4801.0,0,4,3,33,0,165.8,anon3719516189,anon3719516189
7849,1,5,623.0,1,3,2,0,0,5.6,anon366430252,anon366430252
7850,2,5,959.0,1,3,2,0,0,5.6,anon3243501566,anon3243501566
7851,0,5,117.0,0,3,2,0,0,0.6,anon360117346,anon360117346
7852,0,5,251.0,0,3,2,0,0,0.6,anon241219415,anon241219415
7853,0,2,2166.0,0,2,1,31,0,155.4,anon2038012465,anon2038012465
7854,0,2,627.0,0,2,1,2,0,10.4,anon241219415,anon241219415
7855,0,2,1752.0,0,3,2,7,0,35.6,anon360117346,anon360117346
7856,0,2,103.0,0,2,1,0,0,0.4,anon360117346,anon360117346
7857,0,12,2216.0,0,2,1,0,0,0.4,anon360117346,anon360117346
7858,0,12,650.0,0,2,1,0,0,0.4,anon360117346,anon360117346
7859,0,12,356.0,1,2,1,0,0,5.4,anon784260977,anon784260977
7860,0,12,141.0,0,1,0,0,0,0.2,anon360117346,anon360117346
7861,0,12,98.0,0,1,0,0,0,0.2,anon784260977,anon784260977
7862,0,12,7.0,0,1,0,0,0,0.2,anon784260977,anon784260977
7863,0,12,108.0,0,1,0,0,0,0.2,anon784260977,anon784260977
7864,0,12,241.0,1,1,0,0,0,5.2,anon366430252,anon366430252
7865,0,12,1179.0,0,1,0,0,0,0.2,anon360117346,anon360117346
7866,0,12,336.0,1,1,0,0,0,5.2,anon366430252,anon366430252
7867,0,12,841.0,0,1,0,0,0,0.2,anon360117346,anon360117346
7868,0,12,538.0,0,1,0,0,0,0.2,anon784260977,anon784260977
7869,6,7,3278.0,0,2,1,4,0,20.4,anon3688740758,anon3688740758
7870,1,7,442.0,1,2,1,0,0,5.4,anon360117346,anon360117346
7871,6,7,1334.0,1,2,1,0,0,5.4,anon3688740758,anon3688740758
7872,4,7,477.0,1,2,1,0,0,5.4,anon360117346,anon360117346
7873,3,7,568.0,1,2,1,0,0,5.4,anon3688740758,anon3688740758
7874,4,7,1850.0,0,1,0,0,0,0.2,anon360117346,anon360117346
7875,5,7,1691.0,0,1,0,0,0,0.2,anon3688740758,anon3688740758
7876,0,12,4105.0,0,4,3,20,0,100.8,anon3719516189,anon3719516189
7877,0,12,440.0,1,4,3,0,0,5.8,anon360117346,anon360117346
7878,0,12,2376.0,1,4,3,0,0,5.8,anon3243501566,anon3243501566
7879,0,12,648.0,0,3,2,0,0,0.6,anon360117346,anon360117346
7880,0,12,602.0,1,2,1,0,0,5.4,anon366430252,anon366430252
7881,0,12,2149.0,1,2,1,0,0,5.4,anon3243501566,anon3243501566
7882,0,12,73.0,0,2,1,0,0,0.4,anon360117346,anon360117346
7883,0,12,758.0,1,2,1,0,0,5.4,anon241219415,anon241219415
7884,0,12,1170.0,1,2,1,0,0,5.4,anon3243501566,anon3243501566
7885,0,12,65.0,0,2,1,0,0,0.4,anon241219415,anon241219415
7886,0,12,365.0,1,2,1,0,0,5.4,anon3902277354,anon3902277354
7887,0,12,757.0,0,2,1,0,0,0.4,anon3243501566,anon3243501566
7888,5,2,3517.0,0,5,4,4,0,21.0,anon2605098020,anon2605098020
7889,1,2,29.0,0,4,3,0,0,0.8,anon241219415,anon241219415
7890,0,10,1991.0,0,6,5,4,0,21.2,anon241219415,anon241219415
7891,0,10,3400.0,0,4,3,0,0,0.8,anon360117346,anon360117346
7892,0,10,3427.0,0,3,2,0,0,0.6,anon241219415,anon241219415
7893,0,10,72.0,0,2,1,0,0,0.4,anon241219415,anon241219415
7894,0,10,3711.0,2,2,1,0,0,10.4,anon2170157554,anon2170157554
7895,0,10,3113.0,0,2,1,0,0,0.4,anon360117346,anon360117346
7896,0,10,2108.0,0,2,1,0,0,0.4,anon241219415,anon241219415
7897,0,10,62.0,1,2,1,0,0,5.4,anon1662074335,anon1662074335
7898,0,10,177.0,0,2,1,0,0,0.4,anon360117346,anon360117346
7899,0,10,269.0,0,2,1,0,0,0.4,anon784260977,anon784260977
7900,3,5,2835.0,0,5,4,20,0,101.0,anon5100568,anon5100568
7901,0,5,516.0,0,3,2,0,0,0.6,anon241219415,anon241219415
7902,2,5,1361.0,1,3,2,0,0,5.6,anon5100568,anon5100568
7903,3,5,1479.0,1,1,0,0,0,5.2,anon360117346,anon360117346
7904,0,5,98.0,0,2,1,0,0,0.4,anon241219415,anon241219415
7905,0,4,1487.0,0,2,1,0,0,0.4,anon2038012465,anon2038012465
7906,0,4,48.0,0,2,1,0,0,0.4,anon360117346,anon360117346
7907,0,4,867.0,1,2,1,0,0,5.4,anon1615768681,anon1615768681
7908,0,4,1174.0,0,2,1,0,0,0.4,anon360117346,anon360117346
7909,2,3,524.0,1,3,2,0,0,5.6,anon360117346,anon360117346
7910,3,3,351.0,0,3,2,0,0,0.6,anon360117346,anon360117346
7911,3,3,416.0,0,2,1,0,0,0.4,anon241219415,anon241219415
7912,0,44,8635.0,0,17,16,83,0,418.4,anon797389185,anon797389185
7913,0,44,188.0,0,8,7,1,0,6.6,anon797389185,anon797389185
7914,0,44,528.0,0,10,9,0,0,2.0,anon360117346,anon360117346
7915,0,44,297.0,1,6,5,0,0,6.2,anon3456500391,anon3456500391
7916,0,44,165.0,0,7,6,0,0,1.4,anon241219415,anon241219415
7917,0,44,1370.0,0,7,6,0,0,1.4,anon797389185,anon797389185
7918,0,44,512.0,1,8,7,0,0,6.6,anon1662074335,anon1662074335
7919,0,44,341.0,0,4,3,0,0,0.8,anon797389185,anon797389185
7920,0,44,107.0,1,5,4,0,0,6.0,anon360117346,anon360117346
7921,0,44,808.0,0,5,4,0,0,1.0,anon797389185,anon797389185
7922,0,44,415.0,0,6,5,0,0,1.2,anon734291926,anon734291926
7923,0,44,270.0,0,6,5,0,0,1.2,anon1662074335,anon1662074335
7924,0,44,1382.0,0,6,5,0,0,1.2,anon1662074335,anon1662074335
7925,0,44,642.0,0,2,1,0,0,0.4,anon797389185,anon797389185
7926,0,44,678.0,1,3,2,0,0,5.6,anon1662074335,anon1662074335
7927,0,44,674.0,1,5,4,0,0,6.0,anon360117346,anon360117346
7928,0,44,565.0,2,5,4,0,0,11.0,anon3456500391,anon3456500391
7929,0,44,644.0,0,3,2,2,0,10.6,anon360117346,anon360117346
7930,0,44,610.0,1,3,2,0,0,5.6,anon241219415,anon241219415
7931,0,44,205.0,0,3,2,0,0,0.6,anon3456500391,anon3456500391
7932,0,44,5202.0,2,2,1,0,0,10.4,anon734291926,anon734291926
7933,0,44,420.0,1,3,2,0,0,5.6,anon1648820241,anon1648820241
7934,0,44,38.0,0,2,1,0,0,0.4,anon3456500391,anon3456500391
7935,0,44,1137.0,0,2,1,0,0,0.4,anon241219415,anon241219415
7936,0,44,2750.0,0,3,2,0,0,0.6,anon241219415,anon241219415
7937,0,44,1244.0,1,3,2,0,0,5.6,anon125867087,anon125867087
7938,0,44,670.0,0,3,2,0,0,0.6,anon797389185,anon797389185
7939,0,44,3499.0,1,2,1,0,0,5.4,anon3456500391,anon3456500391
7940,0,44,2106.0,1,3,2,0,0,5.6,anon241219415,anon241219415
7941,0,44,138.0,1,3,2,0,0,5.6,anon1648820241,anon1648820241
7942,0,44,648.0,0,4,3,0,0,0.8,anon3456500391,anon3456500391
7943,0,44,554.0,0,4,3,0,0,0.8,anon1662074335,anon1662074335
7944,0,44,383.0,1,4,3,0,0,5.8,anon1648820241,anon1648820241
7945,0,44,42.0,1,4,3,0,0,5.8,anon360117346,anon360117346
7946,0,44,226.0,2,3,2,0,0,10.6,anon3456500391,anon3456500391
7947,0,44,152.0,0,3,2,0,0,0.6,anon360117346,anon360117346
7948,0,44,102.0,2,3,2,0,0,10.6,anon3719516189,anon3719516189
7949,0,44,75.0,0,4,3,0,0,0.8,anon3456500391,anon3456500391
7950,0,44,71.0,1,4,3,0,0,5.8,anon1648820241,anon1648820241
7951,0,44,230.0,0,3,2,0,0,0.6,anon734291926,anon734291926
7952,0,44,108.0,0,4,3,0,0,0.8,anon3456500391,anon3456500391
7953,0,44,128.0,0,3,2,0,0,0.6,anon734291926,anon734291926
7954,0,44,275.0,0,3,2,0,0,0.6,anon1883948460,anon1883948460
7955,0,44,438.0,0,4,3,0,0,0.8,anon1648820241,anon1648820241
7956,0,3,553.0,0,2,1,0,0,0.4,anon360117346,anon360117346
7957,0,3,1977.0,0,2,1,0,0,0.4,anon241219415,anon241219415
7958,0,3,233.0,0,1,0,0,0,0.2,anon3719516189,anon3719516189
7959,0,3,2949.0,0,3,2,2,0,10.6,anon2586334387,anon2586334387
7960,0,3,805.0,1,2,1,0,0,5.4,anon241219415,anon241219415
7961,0,3,1041.0,0,1,0,0,0,0.2,anon360117346,anon360117346
7962,0,1,1398.0,0,2,1,0,0,0.4,anon241219415,anon241219415
7963,0,2,5521.0,0,2,1,1,0,5.4,anon1710601338,anon1710601338
7964,0,2,3245.0,0,1,0,0,0,0.2,anon1710601338,anon1710601338
7965,0,3,3732.0,0,3,2,3,0,15.6,anon100331586,anon100331586
7966,0,3,586.0,0,2,1,0,0,0.4,anon360117346,anon360117346
7967,0,3,144.0,0,2,1,0,0,0.4,anon100331586,anon100331586
7968,0,4,6456.0,0,2,1,1,0,5.4,anon2921683176,anon2921683176
7969,0,4,623.0,1,1,0,0,0,5.2,anon360117346,anon360117346
7970,0,4,224.0,1,1,0,0,0,5.2,anon797389185,anon797389185
7971,0,4,406.0,0,1,0,0,0,0.2,anon360117346,anon360117346
7972,0,11,4219.0,0,2,1,22,0,110.4,anon1713166277,anon1713166277
7973,0,11,149.0,0,4,3,0,0,0.8,anon1713166277,anon1713166277
7974,0,11,374.0,1,4,3,0,0,5.8,anon567906217,anon567906217
7975,0,11,627.0,2,3,2,0,0,10.6,anon1713166277,anon1713166277
7976,0,11,1360.0,0,2,1,1,0,5.4,anon567906217,anon567906217
7977,0,11,276.0,1,1,0,0,0,5.2,anon567906217,anon567906217
7978,0,11,180.0,1,1,0,0,0,5.2,anon241219415,anon241219415
7979,0,11,210.0,1,1,0,0,0,5.2,anon567906217,anon567906217
7980,0,11,478.0,0,1,0,0,0,0.2,anon567906217,anon567906217
7981,0,11,306.0,1,1,0,0,0,5.2,anon360117346,anon360117346
7982,0,11,682.0,0,1,0,0,0,0.2,anon1713166277,anon1713166277
7983,0,2,2258.0,0,2,1,0,0,0.4,anon2038012465,anon2038012465
7984,0,2,798.0,0,2,1,0,0,0.4,anon360117346,anon360117346
7985,0,11,9458.0,0,3,2,2,0,10.6,anon3688740758,anon3688740758
7986,0,11,400.0,1,3,2,0,0,5.6,anon360117346,anon360117346
7987,0,11,872.0,0,3,2,0,0,0.6,anon3688740758,anon3688740758
7988,0,11,698.0,1,2,1,0,0,5.4,anon241219415,anon241219415
7989,0,11,332.0,1,2,1,0,0,5.4,anon3688740758,anon3688740758
7990,0,11,77.0,0,2,1,0,0,0.4,anon797389185,anon797389185
7991,0,11,2690.0,2,2,1,0,0,10.4,anon636207664,anon636207664
7992,0,11,2119.0,1,2,1,1,0,10.4,anon241219415,anon241219415
7993,0,11,891.0,0,2,1,0,0,0.4,anon636207664,anon636207664
7994,0,11,669.0,1,1,0,0,0,5.2,anon3688740758,anon3688740758
7995,0,11,72.0,0,1,0,0,0,0.2,anon360117346,anon360117346
7996,0,3,231.0,1,2,1,0,0,5.4,anon797389185,anon797389185
7997,0,3,187.0,0,2,1,0,0,0.4,anon2038012465,anon2038012465
7998,0,3,404.0,0,2,1,0,0,0.4,anon241219415,anon241219415
7999,0,1,347.0,0,4,3,2,0,10.8,anon1648820241,anon1648820241
8000,3,11,505.0,1,3,2,0,0,5.6,anon360117346,anon360117346
8001,3,11,72.0,1,2,1,0,0,5.4,anon360117346,anon360117346
8002,2,11,712.0,1,2,1,0,0,5.4,anon360117346,anon360117346
8003,6,11,2162.0,1,3,2,0,0,5.6,anon241219415,anon241219415
8004,0,11,70.0,1,3,2,0,0,5.6,anon567906217,anon567906217
8005,0,11,388.0,0,3,2,0,0,0.6,anon241219415,anon241219415
8006,6,11,1612.0,1,3,2,0,0,5.6,anon3719516189,anon3719516189
8007,4,11,912.0,1,3,2,0,0,5.6,anon241219415,anon241219415
8008,2,11,601.0,0,2,1,0,0,0.4,anon360117346,anon360117346
8009,1,11,297.0,0,3,2,0,0,0.6,anon3719516189,anon3719516189
