post_number,post_id,created_at,topic_id,reply_count,reads,readers_count,incoming_link_count,quote_count,like_count,score,reply_to_post_id,source_username,target_username,text
17,58652,2019-09-02T07:11:16.909Z,10600,0,5,4,1,0,0,36.0,58304,anon3572240023,anon1692224518,Jak festiwal to festiwal! Niech będzie dużo atrakcji:) Może teatr impro z tematem wspólnota lub coś takiego?
18,58670,2019-09-02T11:37:25.119Z,10600,0,5,4,1,0,0,21.0,58505,anon2112802307,anon3572240023,"Szkoła Liderów jest best, brałam udział w ich lokalnych wydarzeniach na miejscu u siebie :)"
19,58671,2019-09-02T11:40:37.084Z,10600,2,5,4,1,0,0,46.0,58304,anon2112802307,anon1692224518,"Hej, co do pytania @anon"
20,58856,2019-09-06T07:58:07.414Z,10600,0,3,2,1,0,0,5.6,58671,anon3572240023,anon2112802307,AlaAl doskonały pomysł. Wypalenie dotyka wielu aktywistów...
21,58866,2019-09-06T11:26:13.651Z,10600,0,3,2,1,0,0,5.6,58671,anon579509294,anon2112802307,"Hej, podoba mi się twoja propozycja Ala.
Z mojego doświadczenia wynika, że bardziej intymna konfiguracja zapewni uczestnikom wyraźniejszą wartość dodaną niż wydarzenie na 100. Jest to nie tylko bardziej znaczące, ale także bardziej opłacalne. Jeśli staniesz się widoczny dla siebie i swojej osobistej historii podczas wysyłania zaproszenia, będzie to anon1399613397ło znaczenie. Ciekawi ludzie przyciągają ciekawszych ludzi :-)

@anon3572240023: W 2012 roku, kiedy Edgeryders był projektem Rady Europy, próbowaliśmy również dotrzeć do dużych sieci młodzieżowych (European Youth Forum). Jaki był rezultat? Nigdy nie przyszli, po prostu nie zapewniało wystarczającej ilości nagród materialnych.
Nie zdziw się, jeśli w odpowiedzi na zaproszenie zapadnie cisza (myślę, że gdzieś na forum przeczytałem, że nie zareagowali).
Jeśli masz dobrego gościa - jak możesz powiązać to, co ma do zaoferowania, z korzyścią dla uczestników? To nie jest tak naprawdę jasne z zaproszenia. To tylko informacja zwrotna i zachęta! Nie przestawaj próbować różnych rzeczy!"
1,58476,2019-08-27T15:04:10.702Z,10629,0,8,7,3,0,0,61.6,58476,anon1692224518,anon1692224518,"Hej hej:)

Chciałabym podzielić się z wami informacją o wirutalnej kawiarence - spotkaniu online z członkami naszej społeczności i ciekawymi gośćmi, z którymi będziemy poruszali ważne, drażliwe, ciekawe tematy. Jeśli chcecie zaproponować nam jakiś temat lub gościa, napiszcie o tym w komentarzu. 

=============================================================================

<image here> 
 

Zapraszamy was do godzinnego spotkania online z Paulą Wawrzyńczyk (edukatorka seksualna, Ponton, PL/Brook Charity, UK) @anon3898141361, Natalią Skoczylas (aktywistka, działaczka kulturalna) i Joanną Bednarczyk (feministka, filmoznawczyni) @anon2014589916, podczas którego rozmawiali/ły będziemy o edukacji seksualnej w Polsce. O tym, jak ona teraz wygląda. O tym, jak powinna wyglądać - zdaniem jej przeciwników i zwolenników. O tym, po co w ogóle jest ona potrzebna. Będzie to otwarta dyskusja - zapraszamy was do przygotowania pytań, na które spróbujemy razem znaleźć pytania. 

Zapraszamy wszystkich zainteresowanych tych tematem - matki, ojców, babcie i dziadków, chłopaków i dziewczyny, nauczycielki i katechetki. 

Wirtualne kawiarenki to część projeku Edgeryders, w ramach którego badamy samopoczucie Polaków. Prowadzimy te rozmowy na wybrane przez nas - i przez was - tematy. 

Jak wziąć udział w kawiarence? Zarejestruj się tutaj: https://zoom.us/meeting/register/e67975f4aa9aae0a8c34be5db4a05ad8"
2,58745,2019-09-03T20:17:57.173Z,10629,0,4,3,1,0,0,5.8,58476,anon3572240023,anon1692224518,I jak i jak?
1,56990,2019-07-22T14:38:47.574Z,10399,1,15,14,2,0,0,63.0,56990,anon3572240023,anon3572240023,"<image here> 
 

Drodzy jadący po bandzie,

Chciałbym w ramach eventu listopadowego zaproponować otwarte forum (OF). To rodzaj pracy grupowej, w której spotykają się różne, najczęściej zwaśnione opcje (polityczne, kulturowe, światopoglądowe etc) i facylitatorzy usiłują pomóc tym grupom znaleźć drogę do rozmowy. To jedno z najważniejszych narzędzi Psychologii Zorientowanej na Proces w pracy z grupami. Tutaj krótkie info czym jest OF (trzeba wczucić w translator):
https://akadeanon1399613397pop.org/alekanon1862684985-raczynska-otwarte-forum/
Dwie z trzech osób zgodziły już się z nami wstępnie współpracować. Jestem w trakcie pytania Garego Reissa, uznanego facylitatora, czy zgodziłby się to poprowadzić. Tutaj link: https://garyreiss.com/
Chciałbym zaprosić do współpracy Warszawę, bo to będzie wydarzenie ,o miejmy nadzieję, dużym rozgłosie. Od anon1399613397sta oczekiwałbym reklamy i dobrego miejsca za darmo pod wydarzenie. Im szybciej uda nam się ustalić budżet i inne szczegóły, tym lepiej :) W związku z tym moje pytanie brzmi, ile mamy kasy na event i dlaczego tak mało? :) 
Do współpracy zaprosiłem wstępnie towarzystwo psychologii procesu, której jestem czynnym członkiem :D Wstepnie wyraziło się bardzo entuzjastycznie. 
Dajcie znać co o tym myślicie

Edgerider Mikołaj :)"
2,57012,2019-07-23T10:15:32.805Z,10399,0,12,11,1,0,0,37.4,56990,anon579509294,anon3572240023,"Cześć Miko, dzięki za pomysły.

Myślę, że to wspaniałe, że znalazłeś metodologię (Open Forum), w której ludzie mogą się spotkać i zgodzić się na nie zgadzanie się. To klucz do uczciwych rozmów. Jak sądzisz, że ten format może wspierać transfer rozmowy online? Poprzez nagrania, udostępnianie notatek lub w inny sposób?

Uzgodnisz szczegóły z @anon
Ale chciałem podzielić się z wami informacjami o tym, jak zbudowaliśmy te wydarzenia społecznościowe w przeszłości. Nie wiem, ile wiesz o tym, co zrobiliśmy i co okaże się przydatne, więc oto jest.

Imprezy wspólnotowe to więcej warsztatów niż konferencji. 
Są nieformalne, intymne i dają ludziom szansę na prawdziwe mówienie i wzajemne zaufanie.
#nospectators: wszyscy uczestniczą.
Wydarzenia społeczności Edgeryders są bardzo dobrze udokumentowane.

Możesz przeczytać o tym formacie tutaj:

https://edgeryders.eu/t/workshop-design-lessons-from-thessaloniki/5843
Wielka historia tego, jak to działało w Brukseli:
https://edgeryders.eu/t/opencare-workshop-brussels-a-symposium/508

Wszystko to oznacza, że rozanon1399613397r wydarzenia, komunikacja i reklama będą ważnymi wyborami, ale zależą one od strategii dotarcia do ludzi, do których chcemy dotrzeć.

PS Mój komentarz został przetłumaczony z angielskiego na polski za pomocą google. Proszę wybaczyć błędy!"
3,57062,2019-07-24T08:41:02.735Z,10399,0,11,10,1,0,0,22.2,56990,anon1046278974,anon3572240023,"Cześć Mikołaj

Dzięki za to myślę, że to interesujące podejście. Myślę, że może to bardzo dobrze współpracować z niektórymi dodatkowymi elementami projektu i procesem, który przywiązuje tak dużą wagę do tego, co dzieje się przed i po fizycznym zgromadzeniu, jak na samym fizycznym spotkaniu.

Nie wiem, czy Nat wyjaśnił, że celem wydarzeń fizycznych jest zaangażowanie ludzi w aktywny udział w tej platformie internetowej. Wyanon605907832 to powtarzających się interakcji w czasie, aby budować znaczące relacje i dzielić się wiedzą, którą możemy przełożyć na działanie. W społeczności rozproszonej geograficznie możemy to robić tylko online na platformie, której ufamy.

Oznacza to, że projektujemy proces tego, co się dzieje, przed i podczas oraz po fizycznym zgromadzeniu, mając na uwadze ten jeden cel: online przed offline.

Porozmawiajmy z Natalią, aby zobaczyć, jak możemy ją dobrze dostosować, aby działała z naszą metodologią

Witaj w drużynie :)"
4,57432,2019-08-01T13:45:55.498Z,10399,1,9,8,1,0,0,41.8,56990,anon3572240023,anon3572240023,"
Hej, rozumiem już, że nie chodzi tylko o zebranie historii, ale o zebranie społeczności online. Myślę teraz, że w takim razie najsensowniej będzie szukać do historii ludzi, którzy w jakiś sposób są już zaangażowani w jakieś działania, którzy już aktywnie zmieniają otoczenie. To, przypuszczam, wyklucza w  w takim razie osoby przypadkowe i przypadkowe historie. Osoby, z którymi dotychczas anon1399613397łem do czynienia raczej nie wyrażały chęci dalszego angażowania się w debatę., np. dlatego, że chciały pozostać anonimowe. Natalia aktywnie przekazuje nam wszelkie koordynaty i staram się je wprowadzać. Dotychczas faktycznie skupiałem się głównie na wywiadach, ale zaczynam już rozumieć o co biega. Pozdrawiam :)"
5,57433,2019-08-01T13:53:30.254Z,10399,1,7,6,1,0,0,11.4,57432,anon1692224518,anon3572240023,"Gdybys jeszcze nam napisal jak opowiadales tym osobom o projekcie, mozemy tez pomyslec jak zmienic narracje, zeby anon1399613397la ona wieksza szanse przyciagniecia ludzi do nas. @anon1046278974 @anon579509294"
6,57434,2019-08-01T13:56:22.150Z,10399,0,7,6,1,0,0,6.4,57433,anon1692224518,anon1692224518,"Wiem na pewno ze informacja o nagrodach 200 eur byla obecna od dawna i to nie poanon605907832, choc nie wiem dlaczego. Byc moze sa to osoby niesanon1399613397le? Nieprzyzwyczajone do wyrazania opinii online w zupelnie obcych miejscach? Albo nie mamy jeszcze jasnosci co do tego, co daje im takie uzewnetrznianie sie na platformie, na ktorej nikogo nie znaja?"
7,57471,2019-08-02T09:33:58.523Z,10399,1,7,6,1,0,0,11.4,56990,anon3572240023,anon3572240023,"Myślę, że kluczowy jest dobór rozmówców. Nie koncentrowałem się dotychczas na ich potencjalnej obecności w społeczności, tylko na nich samych, na ich historii/opowieści/poglądach. Teraz wiedząc, że to jest dla nas kluczowe, postaram się bardziej zapraszająco wchodzić w interakcję z rozmówcami, tym bardziej, że w historiach powoli wychodzi właśnie brak wspólnotowości (kto pamięta mój pierwszy post? https://edgeryders.eu/t/budujmy-wspolnoty/10052
Zatem szukam osób, którym leży na sercu społeczność, robią coś w tym celu i gotowi są (w różnym stopniu) zaangażować się w dyskusję na temat naszej wspólnej przyszłości. Wspominałem o 200euro, ale nie był jakoś szczególnie ważnych element zachęcania. Pozdrowienia!"
8,57472,2019-08-02T09:45:57.377Z,10399,0,7,6,1,0,0,6.4,56990,anon3572240023,anon3572240023,"...inna sprawa, że jesteśmy w środku sezonu urlopowego :D"
9,57749,2019-08-08T09:35:08.580Z,10399,0,6,5,1,0,0,6.2,57471,anon579509294,anon3572240023,"Uczymy tego cały czas podczas szkolenia z zarządzania społecznością:

W budowaniu społeczności pieniądze są nagrodą, a nie zachętą!

Ludzie dołączają się z różnych powodów, z których jednym jest łączenie się z innymi. Dlatego muszą być narażeni na ciekawe historie. Mam nadzieję, że wszyscy lepiej zrozumiemy, jak to zrobić, w miesiącach przygotowujących festiwal."
10,57763,2019-08-08T13:39:00.916Z,10399,0,6,5,1,0,0,6.2,56990,anon3572240023,anon3572240023,"Tak, staram się jak możg narażać  ;) ludzi na dobre historie. 
Co do wydarzenia: moja znajoma pracuje w Szkole Liderów. To organizacja finansowana przez Polsko-Amerykańską Fundację Wolności, która zrzesza działaczy społecznych, politycznych etc. Myślę, że świetnym pomysłem byłoby nawiązanie z nią współpracy w celu zebrania histoii i osóba na event.... 
Kumpela wraca za dwa tygodnie i będą ją męczyć. Wstępnie wyraziła zainteresowanie. Apropos Otwartego Forum: Gary roważa 20 listopada, czyli nie przestaszył go nasz budżet... Jesteśmy na fali. 
Uściski +"
11,58110,2019-08-19T11:31:07.266Z,10399,1,6,5,1,0,0,41.2,56990,anon3572240023,anon3572240023,"Witajcie po krótkiej przerwie. Gary Reiss https://garyreiss.com/ zgodził się poprowadzić 20.11 nasze Otwarte Forum. To wielka wiadomość dla Polski i dla Świata ;) Hahaha. Polskie Towarzystwo Psychologii Procesu poprosiło mnie o ogarnięcie tego organizacyjnie. Teraz można zająć się zbieraniem zespołu (bardzo liczę, że Bogna Szymkiewicz-Kowalska będzie mogła nas także  poprowadzić) do przeprowadzenia forum i z największą przyjemnością się tym zajmę (mój entuzjazm można tłumaczyć wieloma czynnikami, ale to kiedyś na osobności :) Przygotowanie samego forum, poza kwestiami stricte logistycznymi, to właśnie odpowiedni zespół, który musi się 1. zebrać (myślałem takżę o wystosowaniu zaproszenia do drugiej szkoły psychologii procesu) 2. przeprowadzić indywidualny wewnętrzny oraz grupowy proces. 3.  zgrać. Już dziś zacznę. 
@anon"
12,58128,2019-08-19T14:24:08.785Z,10399,0,6,5,1,0,0,6.2,58110,anon579509294,anon3572240023,"388/5000

Wow Miko, wygląda na to, że połączyłeś swoją pracę z możliwością spotkania się z ekspertem lub mentorem i nauki. Myślę, że to jest świetne.

Solidarność, co za mocne słowo. Wygląda na to, że jest to jego współczesna wersja, a nie znaczenie tego słowa z lat 80. Czy mam rację? Czy uważasz, że istnieje sposób, aby sformułować go tak, aby nie był zbyt antysystemowy, a także przypomnienie czasów komunistycznych i ruchów dysydenckich itp.?"
13,58137,2019-08-19T15:47:57.379Z,10399,1,6,5,1,0,0,26.2,56990,anon3572240023,anon3572240023,"Hej anon3117756711mi, masz całkowitą słuszność. Będziemy szukać w zespole zadaniowym odpowiednich słów, aby spróbować stworzyć przestrzeń dla możliwie największego spektrum poglądów. Mówiąc o solidarności oczywiście nie mam na myśli wyłącznie inicjatywy politycznej powstałej 1980, a bardziej idei. Odnoszenie się wprost do Solidarności z czasu przeanon1399613397n byłoby strzałem w stopę, bo jak wskazują moi rozmówcy, te idee zostały roztrwonione... Może właśnie ""wspólnota"" to dobry kierunek..."
14,58147,2019-08-20T07:14:29.148Z,10399,1,7,6,1,0,0,11.4,58137,anon579509294,anon3572240023,"Tak. Solidarność wspólnotowa, wzajemna pomoc. Coś w tym stylu."
15,58215,2019-08-21T10:48:29.950Z,10399,1,8,7,1,0,0,11.6,58147,anon1692224518,anon579509294,"Następny krok: skoro już mamy datę i gościa, trzeba zacząć myśleć o innych rzeczach, które wydarzą się tego dnia, i napisac opis tego forum. Czy @anon3572240023 mógłbyś to zrobić w kolejnych dniach? Będzie nam wtedy łatwiej zacząć myśleć o tym, jak to promować i zorganizować. Proponuje,żebyś utworzył nowy temat w tym celu i napisał opis forum. 

Wyobrażam sobie, że będzie coś musiało być o kobietach w Polsce - edukacji seksualnej, byciu matką, zatrudnieniu. Jakiś rodzaj forum, spotkania, warsztatu - bo jest naprawdę sporo dobrych kobiecych historii już na platformie. Może @anon2112802307 da się zaangażować :) Pogadamy z resztą o tym w piątek z @anon2014589916 

Jeśli chodzi o miejscówkę, to czy będzie to w waszym stowarzyszeniu, czy o tym jeszcze musimy myśleć?"
16,58220,2019-08-21T13:19:32.841Z,10399,1,8,7,1,0,0,26.6,58215,anon3572240023,anon1692224518,"Hej, chętnie się za to wezmę. Nasze towarzystwo nie dysponuje własną przestrzenią. Miejsce będzie trzeba znaleźć. Chciałbym, aby nam je za darmo udostępniobno w jakimś symbolicznym dla naszego społeczeństwa miesjcu. Działania grupy roboczej facylitatorów zaczną sie w drugiej połowie września, czyli po sezonie urlopowym, kiedy to zorganizujemy pierwsze spotkanie.  Jeśli chodzi o nazwę forum to pojawiły się pierwsze propozycje, które będą jak najbardziej neutrealne, włączające i nie wykluczające, jak np. ""Wspólna sprawa?""  W ogole najbardziej niesamowite jest to, że wszystko się zaczyna klarować w anon1399613397rę rozwoju akcji..."
17,58222,2019-08-21T13:24:24.550Z,10399,0,8,7,1,0,0,6.6,58220,anon1692224518,anon3572240023,"Dobra, daj znać, jak mogę pomóc z czymkolwiek - z uzyskaniem miejsca, napisaniem czegoś. Może jakiś szybki grant od anon1399613397sta by się udało też dostać na rozdmuchanie formatu?"
18,58226,2019-08-21T13:54:02.928Z,10399,1,8,7,1,0,0,26.6,56990,anon1692224518,anon3572240023,"Just to sum up:

For Poland, we already have a date set (20 of November) and a partnership with one institution. Next steps are to find a venue and create an event and start advertising it and inviting people to offer their sessions. 

I would probably want to invite @anon1918908580 and @anon2112802307 to join us and lead some of the sessions - if they're available on that date. It's an open format, so anything goes, really. I think it would be also a great chance for us to meet and see if we can figure out a way for you, ladies, to continue your incredible work, as I know you both need some support at the moment. I'd be happy to use this opportunity.

From other stories, maybe @anon3572240023 could point out a person or two, maybe from the other side, who could take over a session? If we have a bit of a program already, the rest will follow :slight_smile:

@anon3117756711mi and @anon

@anon2635169776, would you be able to join us on that day? And maybe you can suggest someone who could be a great person to have with us?"
19,58254,2019-08-22T09:08:42.601Z,10399,0,8,7,1,0,0,6.6,58226,anon579509294,anon1692224518,"Nadia or myself will be there for sure, to support you with anything you need,

@anon3572240023: 
Czy warto znaleźć nowe nazwy wydarzenia?

Promocja będzie obejmować udostępnianie linków do platformy i tej nowej strony docelowej: http://starabieda.edgeryders.eu
Może tematem może być solidarność lub dobro wspólne, ale zachowaj nazwę wydarzenia związanego z terminologią, której już używamy?
To tylko pomysł. W końcu to będzie twoja decyzja. Wiem, że ludzie i tak są zdezorientowani, więc im bardziej zmniejszamy ryzyko, tym lepiej."
20,58270,2019-08-22T12:39:26.266Z,10399,0,8,7,1,0,0,6.6,56990,anon1692224518,anon3572240023,Maybe we just keep it at Starabieda as a main title and then a question/explainer as a subtitle?
21,58486,2019-08-27T19:38:40.019Z,10399,1,7,6,1,0,0,11.4,56990,anon3572240023,anon3572240023,Przekleiłem do Wątku: Wspólna sprawa planujemy wydarzenie
22,58600,2019-08-30T09:05:01.322Z,10399,1,6,5,1,0,0,11.2,58486,anon3572240023,anon3572240023,Hej @anon
23,58608,2019-08-30T12:04:17.680Z,10399,0,6,5,1,0,0,6.2,58600,anon1692224518,anon3572240023,"Tak, propozycja :)"
1,56951,2019-07-22T07:28:23.900Z,10394,0,10,9,16,0,0,97.0,56951,anon1692224518,anon1692224518,"Razem z @anon2014589916 i @anon3572240023 opracowaliśmy listę kawiarenek, które chcielibyśmy prowadzić. 

1. Edukacja seksualna w Polsce - dla kogo, jaka i czy w ogóle jest potrzebna? 2nd of September

2. Nowi sąsiedzi - jak doświadczamy obecności Ukraińców w Polsce? 9th of September

3. Polska po skandalach pedofilskich - i jak teraz z naszą wiarą? 16th of September

4. A Twoja emerytura? Przygotowania do starości/nie mam planów. 23th of September

Tu jest lista propozycji i dat. Przygotuję też krótkie opisy, których możemy potem użyć do promowania tych wydarzeń. Decyzja o rozpoczęciu ich we wrześniu wynika z tego, że wszyscy będą teraz na wakacjach. 

@anon"
2,57096,2019-07-24T14:40:18.551Z,10394,1,8,7,1,0,0,41.6,56951,anon2014589916,anon1692224518,"Super, bardzo fajne tematy.
Też jestem za tym, żeby ruszyć od września. Teraz faktycznie kontakt z wieloma osobami jest utrudniony ze względu na wyjazdy wczasowe.

Pozdrawiam :)))"
3,57114,2019-07-24T16:55:47.073Z,10394,0,7,6,1,0,0,6.4,57096,anon579509294,anon2014589916,"Tematy i kalendarz wyglądają naprawdę dobrze!
Daj mi znać, jak mogę pomóc.

Polecam korzystanie z kawiarni w celu promowania treści z dyskusji online, linkowania do opowiadań itp.
I podczas każdego połączenia wyjaśnij ludziom, dlaczego powinni uczestniczyć w rozmowie online i Festiwalu. To, co dzieje się podczas rozmowy, trwa po."
4,57871,2019-08-12T15:02:12.637Z,10394,1,7,6,1,0,0,26.4,56951,anon1692224518,anon1692224518,"Here are the fb events:

Sex ed: https://www.facebook.com/events/338708110372038/

Ukrainian migration: https://www.facebook.com/events/451361845445665/

Religia: https://www.facebook.com/events/1770513476427374/

emerytura: https://www.facebook.com/events/2415433215391047/

Wszelkie zanon1399613397ny w tekście zaproszeń na poszczególne kawiarenki mile widziane - @anon2014589916 i @anon"
5,58534,2019-08-28T14:30:25.611Z,10394,0,7,6,1,0,0,6.4,57871,anon3572240023,anon1692224518,Allright jesteśmy z @anon2014589916 dogadani w tej sprawie
